State,lat,lng
PA,41.5111955,-78.23841148
IL,40.3083672,-88.1558784
IL,40.3083672,-88.1558784
WA,47.4475673,-122.3080658
FL,28.0470698,-81.9539368
CA,33.560832,-117.2106563
NY,43.0481221,-76.1474243
CA,37.9063131,-122.0649629
NY,43.20098235,-75.88701648
AL,39.092585,-84.8532289
FL,28.187755,-82.74160797
TX,29.7355047,-94.9774273
VT,43.3041455,-72.95901109
FL,28.7225829,-81.2353682
MI,42.7876022,-86.1090827
MA,41.8834363,-70.7625375
MD,38.3348728,-75.0847658
RI,41.8137116,-71.3700544
FL,28.0856815,-82.7569069
SC,32.7876012,-79.9402727
AZ,32.9478267,-112.7168238
MO,39.0844687,-94.5630297
VA,36.7642873,-81.2281529
OH,40.033814,-83.1596107
ID,43.61656,-116.2008349
MI,42.2681569,-83.731229
PA,39.9523993,-75.1635898
AZ,34.6100243,-112.3157209
QC,45.452853,-73.6442547
MA,42.2139873,-71.2244986
NH,43.078919,-72.1149439
CA,33.34221,-118.3272611
MO,32.6306626,-108.3442401
MI,42.2681569,-83.731229
CO,38.4375391,-108.2403854
AZ,34.8657757,-111.792989
NJ,39.7940026,-75.1721231
NJ,39.7476136,-75.3104653
CA,33.7494951,-117.8732212
NE,41.2860699,-96.234612
CA,33.7825194,-117.2286477
CA,33.7825194,-117.2286477
TX,30.2035419,-93.8662818
MN,47.427155,-92.9376889
YT,60.721571,-135.0549319
OR,45.0049305,-122.7832946
OR,45.0049305,-122.7832946
CO,42.7164263,-78.7620326
MO,38.951883,-92.3337365
WY,33.9575794,-116.9503987
FL,27.77330515,-82.6469933
NC,35.7079146,-79.8136445
KS,37.2653004,-97.3717118
OR,45.4453901,-122.6392888
AR,34.7464809,-92.2895947
UT,39.6505171,-111.4938033
NC,34.9854275,-80.5495111
IL,41.8755546,-87.6244211
MO,38.5322401,-93.5221544
MA,42.0834335,-71.0183786
CA,32.7174209,-117.1627713
PA,41.4847758,-80.4375686
VT,43.3536843,-73.2520527
GA,33.94385375,-83.39728979
NJ,39.9325409,-74.7226664
FL,30.2893655,-85.6404833
ME,43.6796943,-70.4429341
NJ,40.4782514,-74.2907362
IL,41.571701,-87.6944914
CA,33.1958696,-117.3794833
CA,34.0543942,-118.2439408
IN,41.7075394,-86.8950296
ID,43.6086295,-116.3923259
NH,42.8384221,-71.1470036
WA,47.072447,-123.7705599
NJ,40.6417683,-74.8359986
PA,39.9009334,-76.6058
UT,40.7670126,-111.8904307
FL,27.4467056,-80.3256055
CA,39.2086655,-121.053123
MD,39.2257902,-76.5892144
AR,35.9597942,-89.9720327
OH,41.7189392,-83.7129934
TN,35.9603948,-83.921026
CA,33.7458511,-117.8261659
IN,40.4864444,-86.133635
ME,44.921543,-69.2619319
CA,33.7010223,-117.2027866
CA,34.0239015,-118.1720156
TN,35.9603948,-83.921026
FL,26.2378597,-80.1247666
FL,27.6387163,-80.3975398
FL,29.0004425,-82.45599715
FL,26.3586885,-80.0830983
FL,27.6387163,-80.3975398
MI,42.4775364,-83.0277
FL,27.9014133,-81.5859098
NJ,39.3642852,-74.422935
UT,41.0602888,-111.9661494
GA,30.7305142,-81.5464927
PA,40.7484285,-75.6118528
OR,44.6365071,-123.1059323
AZ,33.436188,-111.5860661
AZ,33.34883,-112.4912299
GA,31.2182863,-81.3612076
CA,33.78538945,-118.1580492
CA,34.0543942,-118.2439408
NY,42.9047884,-76.8627367
CT,37.5800421,-122.0353035
OH,41.556996,-83.6271569
TX,32.4426403,-96.229977
LA,30.5335302,-92.0815089
FL,28.1866014,-82.36612087
CT,43.068241,-76.0965999
NH,43.433476,-71.5924069
MO,39.0844687,-94.5630297
CA,34.0543942,-118.2439408
AZ,33.294207,-111.7379465
OR,45.247341,-121.1731199
PA,40.6178915,-75.378652
TX,29.7355047,-94.9774273
WA,47.53279725,-122.754161
TN,36.3487196,-82.2106875
FL,27.2939333,-80.3503282
MI,45.027513,-84.6747519
FL,30.1660736,-81.7064839
NC,34.8848775,-79.6942221
TX,35.2072185,-101.8338245
NM,32.3837754,-106.4966153
PA,39.9303715,-77.2480391
OR,45.4871723,-122.8037803
WA,48.0074736,-121.7304881
MI,45.027513,-84.6747519
RI,41.8239891,-71.4128342
ID,43.61656,-116.2008349
RI,41.8239891,-71.4128342
NJ,40.5382375,-74.39451725
NY,40.7902778,-73.9597221
OH,40.2728452,-80.9967627
TN,35.1490215,-90.0516284
NC,35.4817982,-80.85895
SC,33.9204354,-80.3414692
CO,39.885541,-104.9872025
CA,32.7174209,-117.1627713
CO,40.102555,-105.3632078
CA,33.5420888,-117.7834146
AZ,33.294207,-111.7379465
WV,38.097323,-81.779844
TN,36.1622296,-86.774353
CA,36.9225615,-121.8517848
NY,41.8039825,-73.5587367
NE,41.128432,-101.7193489
MA,42.1250995,-71.1022711
NJ,39.9448402,-75.119891
CA,39.0098947,-121.4230132
WA,48.5049158,-122.2349408
ME,44.1197959,-70.1075529
NH,42.7653662,-71.4675659
WA,45.6306954,-122.6744556
MA,41.2657181,-70.0683143
WA,47.3834644,-122.8304789
WY,44.5360024,-88.0474996
OH,40.033814,-83.1596107
WA,45.6306954,-122.6744556
SC,34.6859896,-81.1545072
GA,34.1206564,-84.0043512
OH,41.3661614,-81.8543025
ND,46.8772292,-96.7898209
CO,39.7348381,-104.965327
FL,30.3321838,-81.6556509
OR,44.0581728,-121.3153095
IL,41.1639309,-87.8839692
WV,38.4325896,-82.0201367
WI,43.074761,-89.3837612
WV,38.925927,-79.8466551
WI,42.8666803,-88.3334273
FL,25.8931969,-80.1295425
KS,38.966673,-94.6169011
NC,36.2956836,-76.2247696
NC,35.7803977,-78.6390988
MN,45.8846686,-95.3778829
CO,40.5508527,-105.0668084
PA,40.2663107,-76.8861121
CO,40.1672117,-105.1019286
OR,44.6365071,-123.1059323
CA,35.6225064,-117.6699413
VA,38.8462236,-77.3063732
MI,32.4104385,-90.16206489
OR,45.5202471,-122.6741948
MI,42.2942045,-83.3099302
NM,35.0841034,-106.650985
WA,47.9810178,-121.9198399
NY,40.7182602,-73.87867519
CA,38.2493581,-122.0399662
MO,38.8010514,-90.6278809
CA,33.9533546,-117.3961622
NM,35.089038,-106.3725955
FL,27.197983,-80.2519174
NJ,40.6687141,-74.114309
WA,46.5967275,-120.529656
NM,35.269381,-106.6328189
WV,39.2699565,-81.5506915
ON,43.447436,-79.6666719
OH,39.9547861,-82.812119
FL,28.9005446,-81.2636737
AZ,32.665135,-114.4760315
CO,39.6311085,-105.1100581
OK,34.9187023,-95.3097806
NC,35.0768141,-80.6692351
WA,47.248404,-122.4616679
HI,21.093469,-157.0241549
AZ,33.4485866,-112.0773455
VT,43.4352345,-73.18722075
HI,21.27857,-157.802133
RI,41.9529237,-71.4663862
NH,43.3050631,-70.9753628
OK,36.1394339,-96.1100024
GA,34.2978794,-83.8240662
NH,43.3050631,-70.9753628
CO,39.755543,-105.2210996
CA,38.6275665,-121.3217231
MI,41.7986545,-86.6105777
OR,42.472626,-122.8028179
RI,42.0028761,-71.5147838
OH,40.3972892,-81.5620642
CA,33.9463456,-118.2009809
NH,42.981477,-70.9478342
MD,38.3348728,-75.0847658
WA,47.44259955,-122.2930652
RI,41.8500997,-71.4661702
WA,46.548987,-124.0282199
WA,48.8854493,-118.5994713
PA,39.962398,-76.7273919
PA,39.7687574,-76.6796517
WA,46.730958,-120.6995159
GA,33.9562149,-83.9879624
CO,40.5508527,-105.0668084
GA,33.9562149,-83.9879624
NY,40.64530975,-73.95502293
UT,40.7670126,-111.8904307
WI,44.2611337,-88.4067603
WA,46.2112458,-119.1372337
VT,43.784976,-72.4548339
NY,41.928781,-74.0023699
WA,47.8012197,-120.6276903
OH,40.7887367,-82.236039
BC,49.7,-123.15
TN,36.1034126,-84.1318631
MT,46.6315897,-114.0789958
CA,38.0049214,-121.8057889
FL,29.5541432,-81.2207672
AK,61.2163129,-149.8948522
MO,38.2767204,-90.6531834
MI,42.2411499,-83.6129938
WI,42.8858503,-87.8631361
NC,35.262082,-81.1873004
IL,41.7108662,-87.758108
CA,38.7071247,-121.281061
FL,26.1254381,-80.1381514
OK,36.1394339,-96.1100024
PA,40.7395087,-79.1053128
NC,35.507105,-78.7391809
TN,36.3134398,-82.3534727
OH,40.6186756,-80.5772927
MA,42.2792625,-71.4161719
TN,35.9155165,-86.44469333
MD,38.8576128,-76.889417
CO,29.9978185,-83.2221526
CA,33.6864432,-117.1770436
MA,42.1306554,-71.0411581
WA,46.8801655,-117.3643494
MN,44.1634663,-93.9993504
CA,38.7071247,-121.281061
NC,35.9940329,-78.8986189
SC,33.8360035,-79.0478142
OR,45.5202471,-122.6741948
MI,42.3486635,-83.0567374
GA,33.7490987,-84.3901848
OR,44.0581728,-121.3153095
HI,21.400594,-157.9704063
KS,37.7625125,-97.2669879
MS,39.0462506,-82.64282407
CA,37.715818,-122.0902877
SC,33.4293486,-79.1215911
NC,34.6779399,-76.9507761
VA,36.860479,-82.78393405
FL,29.9443451,-82.1101136
WY,38.616431,-121.3631689
MD,38.89298535,-77.01858404
NJ,40.7584326,-74.9793377
CT,30.1706644,-81.5843709
NJ,40.2023355,-74.0120813
UT,40.572851,-111.8334495
OH,40.7336688,-82.7899025
ID,43.61656,-116.2008349
ID,43.5737361,-116.5596312
CA,40.448208,-122.2977814
FL,30.3321838,-81.6556509
NM,32.3140354,-106.7798077
NV,36.1662859,-115.1492249
MD,38.3348728,-75.0847658
WA,46.1427302,-122.9556409
NC,34.2257282,-77.9447106
PA,40.3889725,-77.2888739
MI,42.0700423,-84.3305041
FL,28.9174855,-81.9228603
IN,39.7683331,-86.1583501
MN,44.7426933,-92.8518696
WI,42.8334738,-89.0694899
CA,38.0049214,-121.8057889
NY,40.9312099,-73.8987468
MD,38.980666,-76.9369188
UT,41.5499389,-111.4862841
CA,37.0592253,-120.8505341
WA,47.6038321,-122.3300623
VA,37.270973,-79.9414312
CT,30.4925301,-81.6112302
NY,42.0775906,-73.9529125
OH,40.1214579,-82.0106917
UT,41.0602888,-111.9661494
KY,37.8456373,-83.8582524
MN,47.478654,-94.8908019
MI,42.9275277,-83.6299517
NY,42.3073066,-74.2520874
WV,38.1667776,-80.9117643
ID,43.61656,-116.2008349
IL,41.5119761,-87.9656097
ID,43.5737361,-116.5596312
ID,43.6086295,-116.3923259
OH,41.368251,-82.1065756
CT,30.4925301,-81.6112302
ID,43.61656,-116.2008349
NC,35.7112642,-78.6141708
KS,38.9822282,-94.6707916
CA,34.142498,-118.2485959
MN,44.9504037,-93.1015025
OK,35.9517674,-95.6508139
NH,43.812729,-71.0362239
WA,47.7573202,-122.2440147
WV,38.7499013,-82.0524559
PA,40.3642728,-74.9512784
CT,38.620656,-89.8859049
MI,32.34672,-90.33908742
KS,39.2482136,-97.3413489
SC,33.9815369,-81.2362106
FL,28.7414145,-81.5344293
TX,30.327985,-97.6191693
VA,37.9331799,-75.378814
PA,40.3359029,-80.083388
MA,42.4228679,-72.1050786
PA,40.4416941,-79.990086
MA,42.20223475,-72.45946586
OH,39.8067455,-84.01023318
BC,50.65085341,-120.349746
TN,35.9155165,-86.44469333
MD,39.3201074,-76.515519
AL,34.8981432,-86.7336097
MA,42.6334247,-71.3161717
NY,41.4200938,-73.954583
OH,39.8775553,-84.3021672
NM,36.52348855,-105.037954
WI,43.0798032,-88.9125722
TN,35.7884241,-83.5543328
NJ,40.8214894,-73.9876387
NY,43.258706,-75.0822829
SC,32.9961038,-80.0387291
LA,31.1729865,-90.8217567
WA,47.5332072,-121.8434934
PA,40.4416941,-79.990086
CA,33.6633386,-117.9033169
NS,43.8372828,-66.1156036
NV,40.9729584,-117.7356848
MI,45.783901,-84.7278279
IN,41.4730948,-87.0611411
PA,40.8952667,-75.3233922
MA,41.8834363,-70.7625375
NH,43.757209,-71.9487759
TX,30.2711286,-97.7436994
NY,40.8584316,-73.0995538
NM,34.405472,-103.2050708
NV,36.1662859,-115.1492249
IL,42.478934,-87.8238484
IL,40.1164205,-88.2433828
AZ,33.4485866,-112.0773455
TX,30.508235,-97.6788933
OR,45.5202471,-122.6741948
OH,40.5492265,-82.8274014
AL,33.8369216,-86.2549798
TX,30.2711286,-97.7436994
MO,38.6272733,-90.1978888
MO,38.6272733,-90.1978888
TX,29.675779,-95.40215851
CA,38.0181745,-121.8901231
WA,47.1849009,-122.2921405
MO,38.789217,-90.3226139
ME,44.310517,-69.7792601
VA,36.6545454,-82.467094
ON,42.8850972,-79.2521394
CA,39.7284945,-121.8374776
OH,39.8453418,-82.6007184
OR,45.4453901,-122.6392888
WA,47.7563195,-122.3438254
IN,39.5214373,-85.7769237
NS,46.2483846,-60.087349
CO,38.8339578,-104.8253484
NE,41.2587317,-95.9378731
NE,41.1832679,-96.0324043
ME,43.517684,-70.3777309
FL,30.3321838,-81.6556509
FL,30.3321838,-81.6556509
CA,33.5603938,-114.912069
IA,42.5006217,-90.6647966
YT,63.5926909,-135.896142
CO,39.6311085,-105.1100581
AR,36.3353449,-92.3851592
WI,42.9405711,-87.995919
OR,42.4417898,-123.0219914
WI,43.1834579,-89.2134358
OR,44.0462362,-123.0220288
NJ,39.8906737,-74.3120895
PA,40.4416941,-79.990086
NV,40.9729584,-117.7356848
AZ,33.4485866,-112.0773455
MA,42.3875968,-71.0994967
NJ,39.6181706,-75.0757307
OR,45.3570983,-122.8403569
MD,39.1731621,-77.2716501
IN,41.0799898,-85.1386014
OR,45.2629088,-122.6925982
NC,35.0529931,-78.8787057
CO,40.224432,-105.2705319
IN,41.634874,-84.9992799
WV,38.2234533,-80.0945098
WV,38.2234533,-80.0945098
MO,38.8150501,-90.9559719
MN,45.3152415,-94.4086028
OR,43.216505,-123.341738
NY,42.9005956,-78.6699969
WI,45.901619,-89.4873625
WI,45.901619,-89.4873625
NC,35.262082,-81.1873004
TX,27.8002542,-97.3955743
TX,30.6253463,-96.3271537
TN,36.5945034,-82.1885211
LA,29.9499323,-90.0701155
MA,42.7070354,-71.1631136
CA,33.9092802,-118.0849168
NY,40.7617653,-73.3292857
WY,41.1588357,-105.3762552
OH,41.6786754,-83.5127282
OR,44.10118085,-123.1523837
TN,35.9134138,-84.0796341
HI,21.5935975,-158.1044696
WA,47.6696056,-117.8777335
WA,47.6262626,-122.5204512
IN,39.4667025,-87.4139118
FL,28.1614046,-81.6017416
CA,33.9533546,-117.3961622
NY,43.0106139,-78.6375282
OR,43.216505,-123.341738
WI,42.905848,-88.1389778
NC,35.2270869,-80.8431267
CA,38.2546373,-121.2999484
NC,35.6009498,-82.554016
NY,42.7606415,-73.69916504
OR,42.4393707,-123.3272488
SC,34.0007493,-81.0343312
MA,42.3459271,-71.5522873
VA,37.5062673,-77.6492679
CO,38.4481246,-105.2052532
FL,30.1765914,-85.8054878
WA,46.7204489,-122.9614302
PA,41.803668,-80.0564439
BC,49.1261437,-122.6248463
ME,44.060946,-70.3942109
IN,41.1950369,-87.1986402
AZ,33.4485866,-112.0773455
NV,40.5926922,-116.477307
CA,33.5761376,-117.7258121
OR,45.1608821,-122.2305037
AZ,33.377888,-112.572688
TX,32.8234621,-97.1705677
WA,46.5967275,-120.529656
OR,43.7466899,-122.4597411
OK,34.9512108,-94.6371703
VA,36.8529841,-75.9774182
OR,45.8404101,-119.2894604
UT,37.104153,-113.5841312
IL,41.8646959,-88.1101708
AZ,35.189443,-114.0530064
UT,40.5307776,-112.2982799
UT,40.696629,-111.986727
UT,41.2230048,-111.9738428
UT,40.5046825,-111.4141889
UT,40.7670126,-111.8904307
UT,40.5621704,-111.9296579
UT,37.104153,-113.5841312
UT,40.7670126,-111.8904307
CA,34.1508718,-118.4489864
UT,40.3432857,-111.7207607
UT,40.5065256,-111.413309
UT,37.104153,-113.5841312
UT,40.7670126,-111.8904307
UT,40.6785654,-112.0772065
ID,42.5990714,-114.7594945
UT,41.0602888,-111.9661494
UT,40.9180005,-111.87216
UT,40.572851,-111.8334495
UT,40.696629,-111.986727
UT,37.654794,-113.0856291
ID,47.1488444,-116.9799395
ID,43.1329504,-115.6911974
UT,37.2393471,-113.5257759
CA,38.891565,-121.2930078
CT,41.5867418,-73.41176528
CA,39.1501662,-123.207786
CA,32.7678288,-117.0230838
CA,37.6390972,-120.9968781
CA,34.3916641,-118.5425859
CA,34.5793131,-118.1171107
CA,33.9294606,-116.9772479
CA,35.010985,-118.1903243
CA,37.718829,-121.4343798
CA,34.364744,-119.3105822
CA,37.3361905,-121.8905832
CA,37.9577016,-121.2907795
CA,34.6774576,-118.4487111
GA,34.2073196,-84.1401925
CA,37.6390972,-120.9968781
CA,33.6783336,-118.0000165
CA,33.7494951,-117.8732212
NV,36.804009,-114.0680592
CA,37.718829,-121.4343798
CA,34.364744,-119.3105822
CA,37.3361905,-121.8905832
CA,34.426298,-117.5725025
NV,38.0681008,-117.2309498
CA,35.3738712,-119.0194638
NV,39.52927,-119.8136743
CA,39.327962,-120.1832532
NV,39.52927,-119.8136743
NV,39.52927,-119.8136743
CA,33.5559483,-116.67457
CA,37.6820583,-121.768053
CA,37.9577016,-121.2907795
CA,37.570148,-119.9036591
CA,37.876291,-121.2717438
CA,34.5361067,-117.2911564
NV,39.251597,-119.9723432
CA,37.6413202,-120.7604833
CA,38.5815719,-121.4943995
CA,34.1976308,-119.1803817
CA,32.7174209,-117.1627713
CA,39.7284945,-121.8374776
NV,38.9542487,-119.7656173
CA,34.8115546,-118.9577628
CA,34.0543942,-118.2439408
CA,37.7665947,-120.8471544
CA,33.6633386,-117.9033169
CA,33.6783336,-118.0000165
CA,37.0066161,-121.9969062
CA,37.7021521,-121.9357917
CA,37.496904,-122.3330572
CA,38.3396367,-122.7010983
CA,39.0091667,-123.366111
AZ,34.6100243,-112.3157209
AZ,35.189443,-114.0530064
CA,35.125801,-117.9859037
NV,36.2083012,-115.9839127
CA,38.5815719,-121.4943995
CA,36.7295295,-119.7088612
CA,35.8876665,-119.4873135
IN,41.6797578,-87.4944872
TX,30.2711286,-97.7436994
CT,36.120612,-115.0556809
CA,36.7295295,-119.7088612
NJ,40.1659101,-74.1911587
AZ,36.0965604,-112.098494
CA,39.4096043,-123.3555601
ME,43.4925843,-70.4533843
NH,43.207106,-71.5370215
CT,41.6745432,-72.8581557
NV,36.1662859,-115.1492249
MI,42.3255929,-83.3310421
ID,43.5737361,-116.5596312
OR,43.982672,-124.0998389
SK,55.087014,-105.3218079
AZ,33.6292271,-112.3680188
CO,38.187635,-104.5350144
MI,42.9632405,-85.6678638
MA,41.9445441,-71.2856081
SC,33.5598586,-81.7219519
WA,48.754402,-122.4788601
MT,46.8700801,-113.9952795
FL,27.9094665,-82.7873243
OR,43.1787376,-122.1389201
AZ,35.189443,-114.0530064
MT,48.113074,-105.1983149
PA,40.2101972,-77.0047275
WY,38.616431,-121.3631689
TN,36.208065,-86.2905051
MN,45.1607987,-93.2349488
CA,37.4635519,-122.4285861
PA,40.794026,-77.8606974
MI,42.36837,-83.3527096
TN,36.1128479,-89.2617367
TX,33.0136764,-96.6925095
CA,38.8945939,-121.0739896
GA,31.7059751,-83.653559
WI,43.074761,-89.3837612
IL,41.7797533,-89.6889966
MA,42.8579536,-70.930092
WI,42.8666803,-88.3334273
AL,32.4709761,-85.0007652
NC,34.3862795,-77.6883098
RI,41.8239891,-71.4128342
NY,43.1061507,-74.446177
NE,40.8,-96.6678209
WA,46.9437207,-119.9899661
ID,42.6059001,-114.2096453
WA,48.1185325,-122.7679628
CO,39.5680644,-104.9778307
MB,50.6323125,-96.9881075
CA,36.8524545,-121.401602
TX,29.7028266,-98.1257347
LA,30.8471283,-90.1531409
CA,38.7082357,-121.3299512
MA,41.649013,-70.3481182
VA,37.3024713,-78.3923812
CA,38.3565773,-121.9877443
MT,46.0131505,-112.5365088
OR,45.5202471,-122.6741948
RI,41.3769511,-71.511361
PA,40.3245138,-79.7011548
CO,39.9174732,-104.905461
MA,42.2528772,-71.0022704
NY,41.928781,-74.0023699
WA,47.5348778,-122.0432973
BC,55,-124.9999999
ON,43.255205,-79.8682019
OH,41.6786754,-83.5127282
MD,39.070388,-76.5452408
CA,38.3565773,-121.9877443
WA,47.3664231,-122.0437126
OR,44.7690498,-117.1685111
OH,40.7967244,-81.5215092
NC,35.720151,-79.1771709
NC,33.9968399,-77.907208
CA,34.2647247,-118.5231414
NY,43.4595138,-76.2288175
CA,38.7907339,-121.2357827
WA,48.4200462,-122.3264199
MI,42.56921505,-83.49967088
WI,44.4371839,-90.9112579
CA,33.677474,-116.2958788
CA,33.7288179,-116.382571
CA,33.7288179,-116.382571
CA,33.7288179,-116.382571
SD,44.311461,-96.7984399
LA,30.2265949,-93.2173758
RI,41.6770463,-71.2661596
WA,47.1273723,-118.379975
OH,40.7989522,-81.3784444
NJ,39.8912248,-74.9218324
OR,44.10118085,-123.1523837
PA,39.9984073,-79.9731064
AL,31.0237921,-87.4938707
AB,52.0918456,-114.7417789
KY,37.7478572,-84.2946538
NC,35.536498,-82.6929069
CA,37.1716264,-119.773799
MI,42.4853125,-83.3771552
NC,35.4817982,-80.85895
WA,46.0649999,-118.3302783
UT,39.3521777,-112.5771699
PA,40.4416941,-79.990086
WA,47.6038321,-122.3300623
AL,39.092585,-84.8532289
NV,36.1662859,-115.1492249
AZ,34.8657757,-111.792989
MT,45.7874957,-108.4960699
FL,29.6233858,-82.46425662
TN,36.550238,-82.5594292
ME,44.8011821,-68.7778137
WA,47.4799078,-122.2034495
WA,47.6038321,-122.3300623
FL,28.5395705,-81.75219858
MT,46.8700801,-113.9952795
AL,30.5718508,-87.85558597
MT,45.6799842,-111.0446747
NJ,40.2273316,-74.6532132
AL,30.682923,-87.85020618
AZ,33.4485866,-112.0773455
MD,38.3348728,-75.0847658
AL,39.092585,-84.8532289
AZ,33.377888,-112.572688
AZ,34.5636358,-111.8543177
OR,45.6015056,-121.1841586
RI,41.456191,-71.5394737
IL,41.6828074,-88.3514595
WA,46.2778406,-119.2769066
MN,44.7735732,-93.9216347
CA,35.0988648,-120.612393
CA,34.0211224,-118.3964664
NJ,40.6081591,-74.2776467
MO,37.2153307,-93.298252
VA,36.8348383,-81.5148367
FL,29.209288,-81.0226482
NC,35.0529931,-78.8787057
AL,30.9218505,-88.2005597
WA,47.1714085,-122.5163999
VT,44.168415,-73.2520289
TX,33.1976496,-96.615447
FL,29.209288,-81.0226482
IN,41.3274302,-89.1288761
OR,44.95789,-124.0179959
AZ,32.665135,-114.4760315
NY,42.1034075,-76.2621548
AZ,33.4485866,-112.0773455
WA,47.9673056,-122.2013997
TX,29.383845,-94.9027001
SC,33.6956461,-78.8900408
NC,33.9732275,-78.385837
NC,33.9135061,-78.3038891
SC,33.6060031,-78.9730886
OK,35.5067259,-97.7625385
FL,28.1124785,-81.6311975
CO,38.6476702,-107.0603125
PA,40.1856597,-75.4515709
NC,34.0668373,-78.5263987
NM,32.3140354,-106.7798077
ON,43.6529206,-79.3849007
MO,38.8106075,-90.6998476
IL,40.3461017,-94.8724706
VA,38.2982639,-77.5249373
NC,36.0998131,-80.2440517
NY,40.7305991,-73.9865811
CA,33.8347516,-117.9117319
UT,37.104153,-113.5841312
CT,39.099921,-121.0936738
ME,44.588511,-69.5990749
NJ,41.0895413,-74.5171023
NY,40.85703325,-73.83669606
ID,43.305193,-112.1830289
NH,44.573839,-71.1852259
TN,36.011453,-88.6228348
MI,42.3255929,-83.3310421
PA,40.3446332,-78.0281184
AZ,33.6639137,-114.2299485
ME,44.588511,-69.5990749
NY,43.0481221,-76.1474243
ID,43.61656,-116.2008349
MD,39.127886,-76.6869129
NY,40.8789871,-73.1567777
NY,40.7902778,-73.9597221
BC,48.3824747,-123.73147
NH,43.207106,-71.5370215
IL,37.7644952,-89.3350887
OH,39.6847822,-83.9296525
NY,40.7305991,-73.9865811
MI,42.58484,-82.93482448
VA,36.8529841,-75.9774182
IL,43.0881744,-87.8883152
TN,36.4198258,-82.4765351
OR,44.10118085,-123.1523837
FL,28.1761233,-80.5900518
NC,35.2976655,-82.1610171
WI,44.3735635,-89.03185979
FL,25.800431,-80.2632189
WA,45.6306954,-122.6744556
FL,28.2144905,-82.44559278
NH,43.3050631,-70.9753628
ID,43.519629,-114.3153249
FL,29.8946952,-81.3145394
KY,36.9903199,-86.4436017
NC,35.2270869,-80.8431267
NJ,41.0220483,-74.2430987
NC,35.5668467,-75.4684907
AK,61.55,-149.8666666
TX,33.14582252,-97.10196359
IN,40.1053196,-85.680254
CO,39.9379892,-105.0587293
CO,39.9379892,-105.0587293
ID,43.61656,-116.2008349
AB,53.5343609,-113.5065084
CA,36.2516475,-118.8525829
CA,32.7174209,-117.1627713
CO,38.112507,-102.9574231
CA,39.092034,-120.9405843
IN,40.0683725,-85.8483131
IA,42.5277622,-92.4454653
PA,40.1571252,-76.3072102
OR,45.5202471,-122.6741948
AZ,33.3710715,-111.4261849
NJ,39.9325409,-74.7226664
VA,37.1924594,-77.3677407
GA,31.9365917,-81.92845
KY,36.9647458,-89.0893386
FL,28.7414145,-81.5344293
NV,36.1662859,-115.1492249
GA,33.1167891,-84.1965854
NJ,40.1151766,-74.3647771
MA,42.4500967,-73.2453784
WA,46.2112458,-119.1372337
WI,44.7927298,-89.7035958
WA,48.1625483,-122.4950267
NJ,39.8023363,-75.0640601
OR,44.0462362,-123.0220288
PA,40.4211798,-79.7881024
PA,40.5064571,-79.8431049
AZ,35.189443,-114.0530064
MS,30.374673,-88.84594323
KY,37.430364,-83.9979833
NV,36.0391456,-114.9819234
MI,43.4200387,-83.9490364
IA,41.9758872,-91.6704052
WI,43.0349931,-87.9224969
LA,30.2240897,-92.0198426
CA,33.560832,-117.2106563
MI,42.1861494,-86.3083559
SC,34.851354,-82.3984881
AZ,32.2217422,-110.9264758
WA,47.6588603,-117.4247133
CA,37.8044557,-122.2713562
NJ,40.217058,-74.7429459
IN,40.4167022,-86.8752868
ME,44.2206243,-69.9432128
OR,45.3762302,-122.0167481
ME,44.8011821,-68.7778137
ID,43.61656,-116.2008349
MD,39.4010753,-76.7962989
NH,43.3050631,-70.9753628
CT,41.5374786,-72.6275121
CO,40.369766,-105.5496895
OH,39.8067455,-84.01023318
NH,43.3050631,-70.9753628
MD,39.414443,-77.4105782
IL,42.1969689,-88.0934107
QC,45.452853,-73.6442547
ME,44.0872965,-69.7989348
MO,38.6560565,-90.5742028
OH,40.7336688,-82.7899025
CA,37.0592253,-120.8505341
CA,34.1866581,-118.4487289
NJ,40.0717828,-74.0543035
CO,38.8339578,-104.8253484
AB,53.5343609,-113.5065084
MD,38.9429659,-76.7312339
HI,20.757398,-156.4459989
CO,38.052508,-103.7202273
NC,36.0215258,-80.3819983
IL,42.382337,-88.36697814
OH,39.4453393,-83.8285374
NM,35.0841034,-106.650985
IN,40.8065352,-85.7833562
WA,47.26439615,-122.8354025
NC,35.0529931,-78.8787057
VA,37.0926426,-79.2964124
WA,46.2778406,-119.2769066
CA,32.8572719,-116.9222488
FL,28.06906015,-82.65019139
WA,45.6306954,-122.6744556
WA,45.6306954,-122.6744556
WI,43.633216,-88.7296351
TX,30.0798826,-95.4172548
TN,36.4198258,-82.4765351
WA,45.9032277,-122.4656783
FL,29.8946952,-81.3145394
CO,43.6963371,-98.572246
MI,42.2002806,-86.426335
NY,43.0481221,-76.1474243
MI,42.3222599,-83.1763144
OK,35.0975577,-98.7464552
IN,38.3914483,-86.9308735
IL,41.3516628,-88.8454359
ID,43.190039,-112.3483569
FL,26.6058996,-81.9807339
FL,26.1403635,-80.2133807
ID,43.7068282,-116.6201356
MO,39.5483354,-94.329946
IL,41.623191,-88.22843248
NY,40.7684331,-73.5251252
MN,45.0722056,-93.1282877
KY,39.0167275,-84.6007772
MO,39.0697466,-92.9465807
MI,44.6789109,-84.1467692
PA,39.7378811,-76.7013608
MI,44.7606441,-85.61653
