State,lat,lng
CO,39.8211225,-105.2207429
CA,33.754125,-116.8926903
MI,42.3486635,-83.0567374
SC,33.5598586,-81.7219519
MS,34.194945,-90.57478338
CT,39.7337385,-82.6371202
OH,40.3045067,-82.6962828
MO,38.8010514,-90.6278809
NY,40.6524927,-73.79142132
FL,27.8651063,-82.22687485
OR,44.0581728,-121.3153095
IN,39.2235117,-123.768625
NY,40.64530975,-73.95502293
NY,40.7305991,-73.9865811
NY,41.4459271,-74.422934
NC,35.2270869,-80.8431267
AZ,34.1500162,-114.2891176
NH,43.54805,-71.4070129
PA,41.3073102,-75.3199034
TX,29.4246002,-98.4951404
NM,34.0572791,-106.8930517
WI,45.3276208,-90.44545755
MS,30.39642845,-88.75605487
ME,44.067523,-70.0543789
TX,29.675779,-95.40215851
MS,30.3674198,-89.0928154
UT,40.521893,-111.9391022
ON,45.4210328,-75.6900218
GA,33.7514966,-84.7477135
GA,33.7514966,-84.7477135
TN,35.714259,-83.5101637
CT,37.2778355,-121.9696599
SC,34.0007493,-81.0343312
AL,33.6773237,-86.396648
LA,35.5428819,-108.3001218
MO,36.233679,-89.7495271
KY,38.345068,-85.6155169
NM,34.5203411,-106.2411269
MO,38.2035967,-92.6266765
NC,36.4412509,-76.6944132
GA,33.9237141,-84.8407731
TX,32.4420826,-97.7941966
CA,32.7174209,-117.1627713
CA,32.7174209,-117.1627713
NY,40.5857635,-73.60997075
WA,46.973703,-124.1562769
OK,35.4729886,-97.5170535
WA,47.216134,-122.5400829
NY,42.0850747,-76.0538129
CT,41.2861336,-72.3557585
MA,42.194543,-71.1994975
OR,46.187885,-123.8312559
PA,40.153364,-76.604252
PA,40.153364,-76.604252
CA,37.84054795,-119.5165877
NC,36.0726355,-79.7919753
MI,32.3528418,-90.8777341
MD,39.2156213,-76.8582048
AB,53.5343609,-113.5065084
TX,30.2711286,-97.7436994
TX,30.0474332,-99.1403188
WY,37.801771,-121.1935299
CO,45.9926837,-94.2554657
PA,40.3551215,-79.64993944
BC,53.6870871,-132.1808315
BC,49.1204123,-122.6598956
BC,54.312617,-130.3255344
CA,34.4358295,-119.8276388
IL,41.7605849,-88.3200714
CA,34.040931,-117.0516713
NY,40.64530975,-73.95502293
MI,42.4858692,-83.1052027
GA,33.9528472,-84.5496147
FL,26.6058996,-81.9807339
FL,28.5479786,-81.41278409
FL,26.1254381,-80.1381514
TX,33.1976496,-96.615447
MD,39.3762145,-77.1547039
CA,34.1816482,-118.3258553
IL,39.8536535,-89.242029
OH,39.2085354,-84.5501873
KY,38.536456,-84.8418925
AL,33.570499,-86.7657829
AR,36.2297936,-93.1076764
OH,39.4167742,-81.4548391
OH,39.4167742,-81.4548391
MI,42.4775364,-83.0277
TN,35.9155165,-86.44469333
NE,41.1366494,-95.8907372
OH,39.4167742,-81.4548391
OH,39.1014537,-84.5124601
IL,41.8755546,-87.6244211
CT,41.717613,-81.2086884
MT,46.022659,-114.1780929
LA,30.2751945,-89.7811744
IL,40.1164205,-88.2433828
OK,35.9517674,-95.6508139
GA,34.8667459,-84.7454938
AB,51.0435486,-113.3998478
AR,35.44572,-94.35182238
WA,47.4799078,-122.2034495
AZ,31.8514532,-109.8181857
IN,41.4169806,-87.3653135
AK,59.76826,-151.6775519
MA,42.5750883,-71.9981329
MA,42.558422,-71.9786879
NH,42.7481421,-71.8542428
CO,39.8211225,-105.2207429
NJ,40.7899291,-74.0566734
CA,39.8796775,-121.1486096
VT,43.164121,-73.0728149
CA,40.8020712,-124.1636728
GA,33.7514966,-84.7477135
PA,41.641445,-80.1514489
CA,33.78538945,-118.1580492
OH,39.6895036,-84.1688273
NM,32.3140354,-106.7798077
AL,30.4065868,-87.6835973
AR,35.0840313,-92.4174169
OH,39.9622601,-83.0007064
OK,34.231212,-95.6202475
NJ,40.6652251,-74.3045276
MT,48.4107966,-114.3346264
CA,32.7947731,-116.9625268
PA,40.8952667,-75.3233922
PA,40.5882821,-79.7298186
GA,32.4609764,-84.9877093
ME,43.2345292,-70.8095017
CT,37.5800421,-122.0353035
WA,46.2509653,-119.9017048
ON,45.4210328,-75.6900218
NY,41.3909274,-74.476547
ME,44.060946,-70.3942109
MN,44.9957998,-92.8793767
NJ,40.1659101,-74.1911587
NY,43.848889,-73.4233469
FL,28.2716755,-82.719545
AL,29.425683,-98.4674859
FL,30.3935337,-86.4957833
UT,40.2975185,-111.6944684
OH,39.3520084,-83.3826927
PA,41.2493292,-77.002767
MD,38.7125305,-77.0124597
MD,39.5061332,-77.6524249
NY,43.288116,-77.7933419
MI,39.8063247,-76.9842734
NY,41.5965635,-73.9112102
DE,39.0090017,-75.4657541
NH,42.9786981,-71.0728368
AK,64.837845,-147.7166749
MO,36.6440399,-93.2171329
NC,35.9101438,-79.0752894
IN,39.006165,-85.6235795
DE,38.5565041,-75.571314
ME,44.543505,-68.4201049
ME,44.543505,-68.4201049
MN,46.8591081,-92.4443565
OH,40.2905684,-81.927144
TN,35.3414745,-89.8973083
MA,42.2722584,-72.39441289
GA,34.3687021,-84.9341092
CA,33.78538945,-118.1580492
OH,39.6895036,-84.1688273
SD,43.5499749,-96.7003269
IA,41.5910641,-93.6037148
TX,33.0151208,-96.6130477
TN,36.5945034,-82.1885211
SK,50.4480951,-104.615818
MD,38.899265,-77.1546512
NV,39.52927,-119.8136743
CA,36.9092773,-121.752907
TX,29.675779,-95.40215851
SC,34.7395701,-82.0370465
MB,49.8833343,-97.166674
WA,47.8278656,-122.3053931
IA,41.6612561,-91.5299105
AR,34.5862171,-94.2396553
TN,36.0829998,-87.7945851
FL,30.3960324,-86.2288321
MN,44.1732996,-94.033845
NY,40.8517821,-73.09918527
WI,45.560864,-88.6724569
IN,41.6797578,-87.4944872
LA,34.2248222,-87.0091741
OR,44.0581728,-121.3153095
LA,29.9942265,-90.2417805
CA,33.6856969,-117.8259818
SC,33.8501416,-81.6095492
OK,35.5067259,-97.7625385
ME,44.5736852,-68.7955878
CA,32.6400541,-117.0841954
TX,33.0136764,-96.6925095
CA,37.3361905,-121.8905832
TX,32.7481864,-98.0092092
NC,35.2951421,-79.7453163
MD,39.5489964,-76.0914717
WA,47.0395996,-122.2785728
MO,38.4589432,-90.5365125
MI,42.9275277,-83.6299517
CO,39.7348381,-104.965327
WY,35.342101,-119.0727129
FL,27.9518491,-82.4563971
AZ,33.4485866,-112.0773455
CO,40.102555,-105.3632078
IL,41.7156311,-74.7804322
NV,39.5483805,-119.2144685
PA,40.4742354,-80.0775554
FL,28.5479786,-81.41278409
CA,37.1716264,-119.773799
NY,42.8689552,-76.9777435
NM,34.1597887,-106.910306
GA,34.863972,-84.3240869
WY,44.7411124,-105.7080576
WA,48.8466698,-122.5897234
LA,29.9942265,-90.2417805
FL,29.8946952,-81.3145394
MN,44.9772995,-93.2654691
FL,26.1420358,-81.7948102
NJ,39.8912248,-74.9218324
HI,21.304547,-157.8556763
NC,35.5848596,-80.8100723
ON,46.52391,-84.3200679
CO,39.8211225,-105.2207429
ME,44.78281,-69.3834689
CA,34.1976308,-119.1803817
CA,33.9766799,-117.5598443
FL,26.6058996,-81.9807339
NV,36.1662859,-115.1492249
ID,44.2509976,-116.9693326
NY,43.136723,-78.884761
AL,32.4709761,-85.0007652
KS,38.9058216,-101.155238
WA,46.2112458,-119.1372337
SD,42.5272168,-96.4830863
CA,36.7295295,-119.7088612
GA,33.9528472,-84.5496147
GA,33.9528472,-84.5496147
CA,33.7400209,-116.7189074
OR,45.2629088,-122.6925982
FL,27.9518491,-82.4563971
LA,30.2265949,-93.2173758
KS,38.9822282,-94.6707916
CO,40.102555,-105.3632078
CA,35.7688425,-119.2470535
ID,43.8235163,-111.7870221
ON,45.4210328,-75.6900218
NC,35.6178951,-82.3212301
KY,38.2542376,-85.7594069
CO,43.6963371,-98.572246
CO,43.6963371,-98.572246
OR,45.4871723,-122.8037803
CO,39.613321,-105.0166497
SD,43.826084,-96.7061609
MI,42.9632405,-85.6678638
OR,44.2726203,-121.1739211
GA,32.598313,-83.62567691
NY,43.1303407,-77.4755509
WA,47.6588603,-117.4247133
OR,44.9958075,-123.0197172
WA,46.980929,-123.8893349
CA,34.0966764,-117.7197784
MO,38.6272733,-90.1978888
CA,34.0751571,-118.0368489
MT,46.8700801,-113.9952795
CT,41.6804665,-72.822161
PA,41.3279106,-75.8007111
OR,45.4871723,-122.8037803
NJ,40.5742696,-74.6098799
CO,39.5680644,-104.9778307
TX,35.2072185,-101.8338245
CA,36.600256,-121.8946387
PA,40.433426,-76.1121647
OH,40.7248607,-81.5218426
AR,35.6048018,-91.281795
MS,30.4115881,-88.53446
FL,26.84176195,-80.13530871
MO,39.5483354,-94.329946
CA,38.72338,-121.1858782
AK,64.750922,-147.349312
WA,46.6698469,-120.7122934
FL,26.84176195,-80.13530871
FL,30.1660736,-81.7064839
NY,42.8867166,-78.8783921
RI,41.8239891,-71.4128342
TX,32.7762719,-96.7968558
GA,32.0835407,-81.0998341
LA,29.9404803,-91.0248213
CA,34.4358295,-119.8276388
NC,35.6534497,-82.3390097
UT,37.0897057,-113.1243875
CA,37.7665947,-120.8471544
WI,44.8871907,-89.6201217
CA,38.0049214,-121.8057889
CA,38.5815719,-121.4943995
FL,26.0112014,-80.14949
CA,33.6795519,-116.1763379
CA,33.78538945,-118.1580492
CO,43.6963371,-98.572246
WA,47.5315625,-122.6384055
WA,48.754402,-122.4788601
AZ,33.6130338,-112.3244865
CT,41.4860186,-73.0509431
CA,37.3361905,-121.8905832
VA,38.9584018,-77.3579742
CA,38.5815719,-121.4943995
AL,32.5437448,-86.2119126
CO,39.885541,-104.9872025
OR,44.10118085,-123.1523837
WA,48.754402,-122.4788601
CA,38.72338,-121.1858782
CA,38.7907339,-121.2357827
CA,38.7907339,-121.2357827
NJ,40.6584358,-74.2995922
DE,39.745947,-75.5465889
NJ,40.4278841,-74.4159839
PA,40.4416941,-79.990086
MD,38.696783,-76.8477489
MO,39.0844687,-94.5630297
TX,30.0466051,-94.8852025
OH,41.6072757,-81.0503741
MI,35.1878231,-80.8082558
NY,41.0339862,-73.7629096
MI,38.5132838,-90.4401793
OH,39.1014537,-84.5124601
CA,33.78538945,-118.1580492
OH,41.0830643,-81.5184853
MA,42.3695356,-71.9481301
NY,43.1131874,-79.0314255
NJ,40.2070573,-74.0812505
CO,39.7348381,-104.965327
ME,43.7964679,-70.2589387
PA,40.5159304,-75.5551857
PA,40.03813,-76.3056685
OH,39.5539511,-83.2568581
SC,33.5863905,-79.0120627
OR,45.4307473,-122.7719338
NY,42.8867166,-78.8783921
WV,39.4850848,-80.142578
CA,40.5863563,-122.3916753
PA,39.9523993,-75.1635898
CA,37.8044557,-122.2713562
VT,44.4669941,-73.1709603
ON,43.6529206,-79.3849007
CA,33.7038145,-117.9627348
WA,47.0263876,-122.8072256
CA,35.388951,-119.0963359
TX,27.7522487,-98.0697248
CA,33.937672,-118.1654425
NY,40.849158,-73.2585629
FL,28.0683496,-80.5603302
OH,41.5051613,-81.6934445
FL,27.3364347,-82.5306526
GA,33.8901036,-84.1429718
IN,39.7683331,-86.1583501
VA,38.7890522,-77.1870367
FL,27.4724175,-82.563375
VA,36.8529841,-75.9774182
MI,42.7337712,-84.5553804
CO,40.1672117,-105.1019286
NV,36.1662859,-115.1492249
CA,34.019657,-118.4875489
GA,33.8126059,-84.6343782
PA,40.103196,-75.15155335
TN,36.2139814,-83.2948922
OR,45.5202471,-122.6741948
CA,33.4946353,-117.147366
MA,42.3604823,-71.0595677
RI,42.0028761,-71.5147838
OH,39.1014537,-84.5124601
ON,43.1089442,-79.0636192
GA,33.94385375,-83.39728979
NJ,40.7959335,-74.3148712
VA,37.1924594,-77.3677407
SC,34.0007493,-81.0343312
TN,36.0103562,-84.2696448
NC,36.095972,-79.2669619
MA,42.2528772,-71.0022704
MA,42.5464828,-71.1736668
MA,42.6334247,-71.3161717
NH,42.7653662,-71.4675659
MA,42.2667587,-72.0828544
NY,43.1756235,-76.1193677
NY,43.1756235,-76.1193677
NY,43.1756235,-76.1193677
WA,47.4938343,-121.786249
TX,30.2711286,-97.7436994
TN,36.1622296,-86.774353
OR,45.4871723,-122.8037803
KY,37.7522749,-86.8136004
GA,34.1206564,-84.0043512
CA,33.6170092,-117.92944
CA,33.6170092,-117.92944
IN,39.5214373,-85.7769237
SD,43.44661,-96.8360339
TX,31.802096,-98.1897588
IL,41.7108662,-87.758108
KY,38.2542376,-85.7594069
UT,40.7670126,-111.8904307
CA,34.0966764,-117.7197784
ID,43.3073766,-115.5411026
NY,40.64530975,-73.95502293
UT,40.7670126,-111.8904307
PA,41.0167508,-75.897143
PA,40.2663107,-76.8861121
MI,29.9185432,-91.0533995
NY,42.9783924,-78.7997615
PA,40.1378499,-79.8981034
BC,49.2445,-122.9727169
FL,29.8946952,-81.3145394
ON,43.447436,-79.6666719
AR,35.0886963,-92.442101
MD,39.0992752,-76.848306
GA,33.4707348,-82.5045955
OH,39.9622601,-83.0007064
FL,27.4724175,-82.563375
NY,40.849158,-73.2585629
IL,41.8228378,-87.8480849
NM,32.9659028,-108.5767196
WI,43.4704014,-89.7437843
MS,30.625503,-89.14462969
IL,41.6828074,-88.3514595
OR,44.8409548,-122.8709242
CO,40.385549,-105.0443612
NC,35.2270869,-80.8431267
WI,45.571907,-88.9028919
GA,33.3254635,-83.6868558
MA,42.4500967,-73.2453784
NM,31.4170488,-108.9297734
TN,36.0317472,-84.0279676
CA,33.7825194,-117.2286477
CA,32.7174209,-117.1627713
NV,36.1662859,-115.1492249
IL,40.820312,-87.9778179
ON,43.037725,-80.8821099
MI,42.9632405,-85.6678638
MO,36.9208854,-89.3506309
IN,41.0799898,-85.1386014
CA,34.0537585,-116.596724
CA,39.5137752,-121.5563589
CO,38.8585777,-104.917873
OK,35.5067259,-97.7625385
CO,43.6963371,-98.572246
NJ,40.5599163,-74.5516572
AK,64.837845,-147.7166749
PA,40.1045549,-74.9512789
OK,36.1556805,-95.9929112
MA,42.1306522,-71.5411746
CT,32.373972,-86.1613859
FL,25.800431,-80.2632189
NY,44.553292,-74.9398039
IN,40.125222,-87.6304613
NV,36.1913172,-115.3018605
MD,38.7126151,-75.909936
NM,35.8892969,-106.3206589
NM,35.0841034,-106.650985
CO,37.2753739,-107.8799421
CO,38.1527685,-107.7617262
HI,20.872684,-156.6762728
UT,41.0602888,-111.9661494
OK,35.4729886,-97.5170535
UT,40.2975185,-111.6944684
AL,34.8283825,-86.91713365
CA,38.0181745,-121.8901231
IN,41.7605849,-88.3200714
ON,43.910755,-78.6803049
MD,39.6528509,-78.7624713
OH,40.1983958,-83.0101842
CA,33.78538945,-118.1580492
NC,36.0864996,-82.3142993
TX,33.1506744,-96.8236115
MI,44.661517,-84.7146369
CA,34.3076252,-118.4492147
ME,44.5520105,-69.631712
MA,42.4184296,-71.1061638
WA,47.1273723,-118.379975
CA,33.6783336,-118.0000165
ME,44.8011821,-68.7778137
NY,43.158679,-76.3327099
CA,38.7071247,-121.281061
ME,44.086105,-70.3207399
CA,40.5863563,-122.3916753
SC,32.7876012,-79.9402727
CA,36.9225615,-121.8517848
NC,35.2429175,-81.0372969
MO,37.8389595,-94.3549186
AZ,31.9678731,-110.2945759
MA,42.1250995,-71.1022711
MT,46.8700801,-113.9952795
OR,45.2629088,-122.6925982
ID,43.1329504,-115.6911974
MA,41.6528995,-70.28281
MT,48.0632865,-114.0726133
DE,39.6292788,-75.6582627
MI,42.9132581,-85.7057034
AB,51.7970889,-114.6393203
MT,48.4107966,-114.3346264
FL,30.3180152,-86.1312568
TX,29.584395,-98.9489192
MI,42.4775364,-83.0277
CA,33.6864432,-117.1770436
WA,47.6691967,-117.1966686
MD,39.2908816,-76.6107589
ME,44.6706157,-70.1511728
NJ,39.4940064,-74.4570946
PA,40.1950775,-75.0889314
MA,42.2417669,-70.8897675
GA,33.4709714,-81.9748428
MI,43.9747774,-84.3873234
VA,38.7389846,-77.5536742
ON,43.255205,-79.8682019
TN,35.9603948,-83.921026
CA,34.065846,-117.6484303
FL,25.800431,-80.2632189
CA,37.7249296,-122.1560767
MI,39.1802516,-83.6304343
FL,27.4724175,-82.563375
VA,36.5876538,-75.8840898
OH,39.9242266,-83.8088171
PA,40.4416941,-79.990086
OH,39.2931174,-83.9888204
NJ,39.1548404,-74.689779
OH,39.2931174,-83.9888204
NJ,39.2776156,-74.5746
MO,38.8106075,-90.6998476
HI,22.074286,-159.3207479
TX,29.8826436,-97.9405827
NC,36.097082,-80.4192219
CA,34.9416383,-118.9301003
ME,43.59622635,-70.33005558
OR,44.9391565,-123.0331209
MT,47.001587,-114.4734549
OH,39.0275659,-83.9196519
PA,41.9822921,-79.3408606
MS,34.9342548,-88.5222701
NY,43.267206,-73.5847089
OH,39.126735,-82.9854552
OH,39.7589478,-84.1916068
NC,34.0351727,-77.8935965
WA,47.1714085,-122.5163999
TX,29.584395,-98.9489192
NC,34.2257282,-77.9447106
NC,34.6990505,-76.7402107
AR,36.0625843,-94.1574327
OH,38.7584091,-83.0290643
NC,33.9968399,-77.907208
OR,44.10118085,-123.1523837
OR,44.10118085,-123.1523837
MO,42.4351249,-96.8792568
CA,36.8524545,-121.401602
NC,34.6779399,-76.9507761
VA,38.8903961,-77.0841584
SK,52.1303794,-106.6605123
MA,42.5750883,-71.9981329
VT,42.786873,-73.07845031
ME,44.550356,-69.1211699
MI,42.4030865,-86.2736406
MI,42.4030865,-86.2736406
GA,30.7918613,-83.7898867
FL,27.4724175,-82.563375
CO,38.8339578,-104.8253484
AK,61.2163129,-149.8948522
CA,36.7295295,-119.7088612
KY,38.2097987,-84.2529868
ID,43.8734979,-116.4993011
IL,41.9141984,-88.3086976
PA,41.0167508,-75.897143
OH,39.7793976,-84.1246357
TX,30.2711286,-97.7436994
ME,43.2345292,-70.8095017
MA,42.6987024,-71.1350574
CA,34.0543942,-118.2439408
GA,32.0835407,-81.0998341
CO,39.9174732,-104.905461
SK,50.1443787,-101.6690593
PA,41.8119602,-79.2654451
MS,34.2114655,-89.038265
NC,35.2270869,-80.8431267
NY,43.408041,-73.2595829
WI,46.3257496,-90.6606626
MS,43.7327624,-88.7842766
ON,45.4210328,-75.6900218
NY,41.0189863,-73.7981883
ON,42.988576,-81.2466429
KS,39.0490111,-95.6775556
MB,50.1456208,-96.8788002
CA,37.9410341,-121.9357924
WY,33.27906,-116.3905559
NY,42.9832214,-77.3089607
AK,61.2163129,-149.8948522
OH,40.742551,-84.1052255
KS,38.9386291,-98.59432151
NY,42.6511674,-73.7549679
WA,47.0034291,-123.4087691
NY,43.0821793,-73.7853914
TX,26.1947962,-98.1836215
AZ,32.2217422,-110.9264758
AR,36.4078388,-90.5798335
SC,32.255758,-80.7134411
AB,52.8752336,-118.082429
SC,32.255758,-80.7134411
SC,32.255758,-80.7134411
PA,39.8812236,-75.3237992
MN,44.5665975,-93.3361402
TX,35.8156121,-101.9104354
OH,39.7439405,-84.63662
OR,44.9391565,-123.0331209
WI,43.074761,-89.3837612
WA,45.7813532,-122.5337432
AR,36.0584021,-90.4973285
NM,35.0841034,-106.650985
WA,47.248404,-122.4616679
SC,33.451278,-79.560897
OR,45.3974065,-122.2614547
KS,37.6922361,-97.3375447
MN,44.9772995,-93.2654691
NM,32.1131814,-103.1935126
WA,47.3075369,-122.2301807
MN,44.9504037,-93.1015025
GA,34.2367621,-84.490762
NM,35.0841034,-106.650985
NC,35.326829,-78.6761279
NC,35.0529931,-78.8787057
NC,35.7803977,-78.6390988
NC,35.9940329,-78.8986189
NC,35.9803097,-78.5103426
NC,35.7803977,-78.6390988
NC,36.095972,-79.2669619
CA,34.3916641,-118.5425859
CA,34.4358295,-119.8276388
NV,41.9898955,-118.6343403
IN,34.6927518,-76.8561616
FL,28.1477885,-82.77740857
OH,40.2716575,-80.6291158
OK,34.5023029,-97.9578128
IA,40.7341804,-92.8740875
SC,34.8269276,-82.5817052
NJ,40.9609315,-73.9901382
NC,36.1028596,-78.2787228
NY,40.9689871,-73.7126299
NJ,39.8271755,-75.1235891
OH,39.8067455,-84.01023318
OH,39.8067455,-84.01023318
OH,39.7589478,-84.1916068
OR,43.7407105,-117.0716803
NY,43.0481221,-76.1474243
RI,41.6024068,-71.2503156
CA,37.4635519,-122.4285861
IL,37.6142165,-88.7081132
CA,34.1033192,-117.5751734
IL,41.6028116,-87.7439383
GA,34.1206564,-84.0043512
GA,33.9926098,-83.7201709
GA,33.9926098,-83.7201709
IL,40.6938609,-89.5891007
NY,41.928781,-74.0023699
VT,43.5480465,-72.5944538
TX,28.8554434,-98.5316313
NY,42.6511674,-73.7549679
CA,34.06053,-117.4018939
MD,39.2574114,-76.5236744
PA,40.8656515,-75.2065676
PA,40.8656515,-75.2065676
NC,35.7079146,-79.8136445
AZ,32.2217422,-110.9264758
CA,36.8130233,-117.765987
MN,44.1057973,-94.2188493
CA,37.9317766,-121.6960265
IN,31.470271,-82.1076619
ID,43.61656,-116.2008349
TN,36.0345159,-89.385628
WA,46.2395793,-119.1005656
AR,36.2297936,-93.1076764
UT,37.104153,-113.5841312
ON,42.9081286,-81.4209221
NM,35.6869996,-105.9377996
WI,45.1002449,-91.4886209
WI,45.1002449,-91.4886209
WI,45.1002449,-91.4886209
VA,38.1880936,-77.674175
NJ,39.599472,-75.2623787
PA,40.3027675,-79.99750309
MI,44.421406,-84.1166669
CA,39.8219895,-121.6106544
NY,43.2122851,-77.4299938
NC,35.9803097,-78.5103426
TX,29.1831247,-94.9729395
ON,43.9280142,-80.1042398
PA,40.2910385,-79.93514465
MD,39.0045544,-76.8755281
CO,32.7599475,-97.7935766
MO,38.0080902,-92.7446288
UT,40.6677517,-111.938631
MI,43.2341813,-86.248392
TN,36.2139814,-83.2948922
NJ,39.865968,-75.179635
KY,38.0372967,-84.896617
GA,34.9011886,-84.9738348
GA,33.7212179,-85.1455035
MO,38.6272733,-90.1978888
TX,30.4393696,-97.6200042
IL,42.0372487,-88.2811894
OH,39.6895036,-84.1688273
VA,38.744947,-77.48244413
PA,39.9597213,-75.6059637
NV,40.9729584,-117.7356848
CO,39.8211225,-105.2207429
FL,27.2939333,-80.3503282
FL,25.800431,-80.2632189
WY,43.471764,-110.7883509
WI,44.4604931,-89.5108817
IL,42.1299234,-87.8299475
FL,27.9518491,-82.4563971
WA,47.6144219,-122.1923371
PA,40.1734049,-79.8575466
NJ,39.8101134,-75.2112924
MI,42.4894801,-83.1446484
OR,45.5197452,-123.1114404
OR,45.5202471,-122.6741948
WI,45.2041282,-91.5582196
LA,37.3280037,-87.4986988
IL,41.9633625,-87.9789561
MO,32.6992442,-108.1319871
NJ,40.2852895,-74.3334949
CA,38.0682555,-120.5396455
CA,33.7400209,-116.7189074
NJ,41.1534294,-74.5762712
RI,41.9220433,-71.5495069
CA,33.7358518,-118.2922933
BC,49.1637659,-123.9379792
MI,42.4972583,-82.9371408
NJ,41.161762,-74.3329291
MO,38.4589432,-90.5365125
NV,39.52927,-119.8136743
PA,40.3542858,-75.3050078
WA,46.2395793,-119.1005656
WA,47.6262626,-122.5204512
GA,34.0028569,-84.1441045
AL,34.0606545,-86.7674979
WI,43.074761,-89.3837612
FL,30.421309,-87.2169148
MI,45.95779,-86.2464189
MD,38.8035961,-76.9896572
NV,36.2008371,-115.1120957
WV,39.5534303,-77.9949992
DE,39.7309451,-75.704099
MI,42.7844752,-83.2396611
OR,44.9391565,-123.0331209
OR,44.10118085,-123.1523837
MI,45.431676,-84.9919989
MA,42.2417653,-71.1661639
CO,39.613321,-105.0166497
CO,39.856637,-105.0354826
CA,33.6864432,-117.1770436
QC,45.4029964,-71.8876809
MA,41.808434,-71.3369972
OH,40.0706231,-82.1756985
MO,37.2153307,-93.298252
TN,35.9603948,-83.921026
TX,29.16941,-95.4318846
MO,37.1781879,-93.4183092
CO,42.7164263,-78.7620326
WV,38.3856488,-81.8362409
WI,44.5299412,-88.0248316
IL,41.7729107,-88.1478669
MS,30.3674198,-89.0928154
OR,45.2109843,-123.197585
ON,43.6529206,-79.3849007
VA,38.882334,-77.1710909
VA,38.7951501,-77.6141403
PA,40.5943218,-75.1951672
OR,45.5228939,-122.9898269
ON,43.6529206,-79.3849007
WI,42.9614039,-88.0125864
IL,41.8193283,-87.7796894
FL,30.1765914,-85.8054878
WI,43.0605671,-88.1064786
MI,47.1196494,-88.5115108
PA,40.8337029,-75.7138007
MI,46.5889755,-87.6298323
NC,35.5398549,-81.3973086
IA,41.9758872,-91.6704052
AB,53.3807012,-111.5336298
IA,42.0448121,-92.9103963
IN,39.4667025,-87.4139118
CA,37.9254806,-122.5274754
WA,48.8015577,-118.6069688
WI,43.338044,-89.3803955
NC,35.4093772,-80.5797415
CA,34.0553813,-117.7517495
NM,35.14726,-107.8514464
OK,35.4729886,-97.5170535
MN,45.0722056,-93.1282877
TN,35.1490215,-90.0516284
MA,42.3517586,-71.8634061
OH,39.9622601,-83.0007064
AK,61.2163129,-149.8948522
TX,30.0798826,-95.4172548
CA,33.6864432,-117.1770436
AZ,33.4144139,-111.9094473
AZ,33.4144139,-111.9094473
MI,42.8124349,-86.0288166
CT,37.9575349,-87.4076224
CO,38.4570355,-101.8185006
PA,40.4416941,-79.990086
NY,40.85703325,-73.83669606
UT,41.6340996,-111.8521652
NC,35.0529931,-78.8787057
CA,33.4669721,-117.6981074
NY,43.1009031,-75.232664
IL,41.8847507,-88.2039606
SC,32.9857275,-80.1098122
CO,40.102555,-105.3632078
SC,32.5279652,-80.7664951
NY,40.7305991,-73.9865811
UT,40.5140894,-112.0328197
VA,37.016827,-76.4505195
MA,42.4500967,-73.2453784
MD,38.7742826,-76.0763304
GA,33.5801103,-85.0766112
WA,48.1810957,-122.1389547
VA,36.8529841,-75.9774182
FL,30.3321838,-81.6556509
NC,34.46505775,-77.57412305
OR,45.5202471,-122.6741948
MO,38.6272733,-90.1978888
NY,41.1898885,-74.05604577
OH,39.9622601,-83.0007064
WY,38.6056669,-121.3798221
TN,36.2149902,-86.612851
NY,40.85703325,-73.83669606
CO,39.6159851,-75.6629559
ON,43.6529206,-79.3849007
ON,44.0545216,-79.4595168
AK,58.3019496,-134.4197339
NJ,39.8523358,-75.0679497
VA,37.2707028,-76.7074501
NH,43.568452,-71.0307309
CA,38.4404675,-122.7144313
CA,38.4404675,-122.7144313
CA,38.295411,-122.6136934
PA,40.2452976,-75.6496423
NJ,40.5462553,-74.4660407
NJ,40.5462553,-74.4660407
CA,34.3076252,-118.4492147
NM,35.0841034,-106.650985
NY,43.334668,-75.7479859
CT,41.153902,-81.778633
TN,36.4703232,-86.6513844
NC,34.46505775,-77.57412305
MI,42.3486635,-83.0567374
ON,42.9923449,-82.3800378
NY,43.18645,-77.8038969
NY,40.6789916,-73.674019
NJ,39.9448402,-75.119891
KS,38.9719384,-95.2359495
SD,42.6024951,-96.5591991
CA,36.8524545,-121.401602
WI,44.2716577,-88.77946762
CT,37.9575349,-87.4076224
FL,25.7820042,-80.22256429
NJ,39.6620638,-74.1651376
IN,40.3014581,-79.5389288
TN,36.550238,-82.5594292
FL,28.6649055,-81.37626851
MD,39.342635,-76.6450233
IL,40.4588774,-90.6709793
PA,40.3207577,-75.61010703
TX,29.4246002,-98.4951404
WI,44.5229223,-89.5741109
CA,36.3302284,-119.2920584
NC,35.7212689,-77.9155394
OR,46.187885,-123.8312559
TX,30.5217116,-97.8278329
CA,34.0480643,-118.5264705
OR,45.4942838,-122.867045
OH,40.7989522,-81.3784444
GA,34.0234337,-84.6154896
MA,42.1103686,-73.3551147
TN,36.5703375,-83.65142479
IL,41.8455878,-87.7539447
NC,35.3848841,-77.992765
GA,31.3060513,-82.242066
PA,39.932589,-77.9988905
WA,47.1714085,-122.5163999
CO,39.9174732,-104.905461
CO,37.651236,-105.8711854
NY,42.6468413,-73.798817
